,word1,word2,feq
21928,대륙,도착,1
21929,도착,세계사,1
21930,세계사,흐름,1
21931,흐름,세계인,1
21932,입맛,주민,1
21933,주민,정도,1
21934,정도,다양,1
21935,다양,작물,1
21936,작물,재배,1
21937,재배,각지,1
21938,각지,옥수수,1
21939,수수,감자,1
21940,감자,고구마,1
21941,고구마,호박,1
21942,호박,토마토,1
21943,토마토,가지,1
21944,가지,고추,1
21945,고추,담배,1
21946,담배,아보카도,1
21947,아보카도,바닐라,1
21948,바닐라,코코아,1
21949,종로구,빌지,1
21950,빌지,빌지워터점,1
21951,빌지워터점,워터,1
21952,워터,직원,1
21953,직원,신메뉴,1
21954,메뉴,자메이카,1
21955,자메이카,소떡,1
21956,소떡,치킨,1
21957,치킨,제품,1
21958,제품,황금,1
21959,올리브,저크,1
21960,저크,소스,1
21961,소스,감칠맛,1
21962,감칠맛,카리브,1
21963,카리브,연안,1
21964,연안,고기,1
21965,고기,사용,1
21966,사용,청양,1
21967,고추,가미,1
21968,가미,설명,1
21969,란셋,소화기,1
21970,소화기,소화기저널,1
21971,소화기저널,저널,1
21972,저널,발표,1
21973,발표,연구,1
21974,결과,사이,1
21975,사이,연령,1
21976,연령,인구,1
21977,인구,명당,1
21978,명당,대장암,1
21979,대장암,발생률,1
21980,발생률,우리나라,1
21981,우리나라,발생,1
21982,발생,이전,1
21983,이전,세대,1
21984,세대,급증,1
21985,급증,자살률,1
21986,자살률,사실,1
21987,사실,우울,1
21988,투어,스마트,1
21989,구성,코스,1
21990,코스,달간,1
21991,달간,참여,1
21992,요즘,가정,1
21993,가정,김장,1
21994,김장,준비,1
21995,준비,시기,1
21996,시기,평창,1
21997,평창,주제,1
21998,축제장,청정,1
21999,청정,재료,1
22000,재료,가족,1
22001,가족,선물,1
22002,선물,주변,1
22003,주변,관광지,1
22004,관광지,연계,1
22005,연계,투어,1
22006,투어,가능,1
22007,가능,인기,1
22008,인기,현기,1
22009,현기,보도,1
22010,리포트,절여진,1
22011,절여진,여진,1
22012,여진,배추,1
22013,배추,위생,1
22014,인도인,식사,1
22015,식사,오른손,1
22016,오른손,위생적,1
22017,위생적,신뢰,1
22018,신뢰,인구,1
22019,인구,수식문,1
22020,수식문,이용,1
22021,이용,필리핀,1
22022,필리핀,파이트,1
22023,파이트,아랍인,1
22024,아랍인,활용,1
22025,활용,치킨,1
22026,치킨,유지,1
22027,유지,커리,1
22028,커리,두리,1
22029,두리,라씨,1
22030,라씨,인도,1
22031,인도,향신료,1
22032,향신료,조합,1
22033,조합,입맛,1
22034,부모님,시골집,1
22035,시골집,안부,1
22036,안부,전화,1
22037,전화,김장,1
22038,김장,이야기,1
22039,이야기,둘째,1
22040,둘째,주말,1
22041,주말,일정,1
22042,일정,조정,1
22043,조정,반문,1
22044,반문,예년,1
22045,예년,그전,1
22046,그전,그맘때,1
22047,그맘때,대답,1
22048,대답,나의,1
22049,나의,한해,1
22050,한해,속설,1
22051,속설,음력,1
22052,음력,입동,1
22053,입동,추위,1
22054,마음,그쪽,1
22055,그쪽,출근,1
22056,출근,핼러윈,1
22057,적막,압사,1
22058,발생,해밀톤호텔,1
22059,해밀톤호텔,호텔,1
22060,호텔,골목,1
22061,푸드,라면,1
22062,라면,쇼트,1
22063,트랙,국가,1
22064,대표,황대헌,1
22065,황대헌,대헌,1
22066,대헌,선수,1
22067,선수,우유,1
22068,우유,크리,1
22069,크리,크리미,1
22070,크리미,청양,1
22071,고추,영상,1
22072,영상,확인,1
22073,확인,주세,1
22074,주세,제작,1
22075,제작,제작지원,1
22076,제작지원,지원,1
22077,지원,조금관리위원회,1
22078,날인,골목,1
22079,골목,인근,1
22080,인근,용산,1
22081,거리,상점,1
22082,상점,하나둘,1
22083,하나둘,간판,1
22084,인적,평소,1
22085,박혜원,이태원,1
22086,날인,용산,1
22087,상가,간판,1
22088,인적,상점,1
22089,상점,평소,1
22090,적막,미안,1
22091,미안,마음,1
22092,마음,주세,1
22093,주세,자율,1
22094,자율,휴업,1
22095,휴업,동참,1
22096,동참,이태원역,1
22097,이태원역,인근,1
22098,인근,일부,1
22099,종합,종합가전,1
22100,종합가전,가전,1
22101,가전,기업,1
22102,기업,신일,1
22103,신일전자,대표,1
22104,대표,정윤,1
22105,정윤,인공,1
22106,지능,온도,1
22107,온도,온도조절,1
22108,온도조절,조절,1
22109,조절,에코,1
22110,에코,큐브,1
22111,큐브,큐브히터,1
22112,큐브히터,히터,1
22113,히터,사진,1
22114,사진,신제품,1
22115,제품,세련,1
22116,세련,디자인,1
22117,디자인,우수,1
22118,우수,기술력,1
22119,기술력,결합,1
22120,결합,바디,1
22121,바디,바디라인,1
22122,바디라인,라인,1
22123,라인,곡선,1
22124,곡선,적용,1
22125,적용,공간,1
22126,공간,포인트,1
22127,포인트,가지,1
22128,가지,베이지,1
22129,베이지,딥그린,1
22130,딥그린,그린,1
22131,그린,눈길,1
22132,눈길,본체,1
22133,본체,다리,1
22134,다리,받침대,1
22135,받침대,연결,1
22136,연결,분리,1
22137,분리,스탠드,1
22138,스탠드,스탠드형,1
22139,지난달,발생,1
22140,명이,목숨,1
22141,목숨,국가,1
22142,기간,시민,1
22143,시민,추모,1
22144,추모,현장,1
22145,인접,서울도시철도,1
22146,서울도시철도,도시,1
22147,도시,철도,1
22148,철도,이태원역,1
22149,이태원역,출구,1
22150,출구,마련,1
22151,마련,공간,1
22152,공간,이날,1
22153,이날,고개,1
22154,고개,날씨,1
22155,날씨,오전,1
22156,오전,서울시민,1
22157,서울시민,사람,1
22158,대한민국,향토,1
22159,향토,향토식문화대전,1
22160,향토식문화대전,식문화,1
22161,식문화,대전,1
22162,대전,현장,1
22163,현장,축사,1
22164,축사,농수산,1
22165,사장,제공,1
22166,제공,양재,1
22167,개최,개막식,1
22168,참석,마스터,1
22169,마스터,시상,1
22170,시상,관계자,1
22171,관계자,향토음식,1
22172,향토음식,문화발전,1
22173,문화발전,발전,1
22174,발전,농수축산물,1
22175,농수축산물,수축,1
22176,수축,산물,1
22177,산물,소비,1
22178,소비,소비활성화,1
22179,소비활성화,방안,1
22180,동물,착취,1
22181,착취,반대,1
22182,반대,철학,1
22183,철학,극단적,1
22184,극단적,정치,1
22185,정치,이념,1
22186,이념,위험,1
22187,위험,있음,1
22188,있음,인식,1
22189,인식,코로나,1
22190,코로나,식품,1
22191,식품,외식시장,1
22192,외식시장,시장,1
22193,시장,비건,1
22194,열풍,생각,1
22195,생각,식품업계,1
22196,식품업계,얘기,1
22197,얘기,식물성,1
22198,식물성,미래,1
22199,미래,성장,1
22200,성장,성장동력,1
22201,성장동력,동력,1
22202,동력,기업,1
22203,기업,보수적,1
22204,보수적,농심,1
22205,매일,장병,1
22206,장병,장병갑,1
22207,장병갑,충북도,1
22208,북도,인증,1
22209,인증음식점,밥맛,1
22210,밥맛,대물림,1
22211,대물림,대물림음식업소,1
22212,대물림음식업소,업소,1
22213,업소,음식특화거리,1
22214,명소,숙박,1
22215,숙박업소,수록,1
22216,수록,충청북,1
22217,충청북도,맛집,1
22218,맛집,가이드북,1
22219,가이드북,가이드북충북,1
22220,가이드북충북,충북,1
22221,충북,책자,1
22222,발간,충북지역,1
22223,충북지역,생산,1
22224,생산,양질,1
22225,양질,정성,1
22226,정성,윤기,1
22227,윤기,제공,1
22228,제공,대상,1
22229,대상,지정,1
22230,지정,년간,1
22231,축제,분위기,1
22232,분위기,홍천문화재단,1
22233,재단,사과,1
22234,사과,사과연구회,1
22235,사과연구회,연구회,1
22236,연구회,도시,1
22237,도시,도시산림공원,1
22238,도시산림공원,산림,1
22239,산림,공원,1
22240,공원,토리,1
22241,토리숲,개최,1
22242,행사,이태원,1
22243,희생자,묵념,1
22244,묵념,사전,1
22245,사전,공지,1
22246,공지,대로,1
22247,대로,무대,1
22248,무대,무대공연,1
22249,무대공연,공연,1
22250,공연,이벤트,1
22251,이벤트,소음,1
22252,소음,발생,1
22253,발생,배제,1
22254,배제,판매,1
22255,판매행사,체험,1
22256,해남군,일반,1
22257,일반음식점,기존,1
22258,기존,기존영업자,1
22259,기존영업자,영업자,1
22260,영업자,위생,1
22261,위생,위생교육,1
22262,위생교육,교육,1
22263,실시,김경민기자,1
22264,김경민기자,해남미남축제,1
22265,축제,관내,1
22266,관내,업주,1
22267,업주,안전,1
22268,안전,해남만들기,1
22269,해남만들기,만들기,1
22270,만들기,의지,1
22271,의지,남문화예술회관,1
22272,남문화예술회관,예술,1
22273,회관,공연장,1
22274,명소,이태원,1
22275,이태원,지금,1
22276,지금,비극,1
22277,비극,슬픔,1
22278,슬픔,공간,1
22279,공간,상처,1
22280,상처,전체,1
22281,전체,침통,1
22282,침통,극복,1
22283,극복,상인,1
22284,상인,원동희,1
22285,원동희,동희,1
22286,동희,리포트,1
22287,리포트,관광특구,1
22288,관광특구,특구,1
22289,특구,대표,1
22290,대표,세계음식문화거리,1
22291,현재,격전지,1
22292,격전지,중심,1
22293,중심,김훈,1
22294,김훈,셰프,1
22295,셰프,경제학과,1
22296,경제학과,학과,1
22297,학과,출신,1
22298,출신,회계,1
22299,회계,회계사,1
22300,회계사,준비,1
22301,준비,재원,1
22302,재원,시험,1
22303,시험,지금,1
22304,지금,쌤쌤쌤,1
22305,쌤쌤쌤,테디뵈르하우스,1
22306,테디뵈르하우스,카우치,1
22307,카우치,서핑,1
22308,부산,영화,1
22309,영화,도시,1
22310,도시,이야기,1
22311,이야기,이유,1
22312,이유,보태,1
22313,보태,미식,1
22314,미식,부산시,1
22315,부산시,실시,1
22316,실시,방문,1
22317,관광객,실태,1
22318,조사,외국인,1
22319,외국인,관광,1
22320,관광,목적,1
22321,목적,맛집,1
22322,맛집,탐방,1
22323,탐방,절대,1
22324,절대,과장,1
22325,과장,변화,1
22326,변화,글로벌,1
22327,캐롤린,스틸,1
22328,스틸,지음,1
22329,지음,홍선영,1
22330,홍선영,선영,1
22331,선영,메디치,1
22332,메디치,메디치미디어,1
22333,메디치미디어,미디어,1
22334,미디어,결혼,1
22335,결혼,혼수,1
22336,혼수,밥솥,1
22337,밥솥,고민,1
22338,고민,번의,1
22339,번의,클릭,1
22340,클릭,하면,1
22341,하면,포장,1
22342,용기,자극,1
22343,자극,특급,1
22344,특급,배달,1
22345,배달,즐거움,1
22346,즐거움,포기,1
22347,포기,야식,1
22348,처음,시경,1
22349,시경,마포,1
22350,처음,마포,1
22351,상태,상태예,1
22352,상태예,국가,1
22353,거리,이태원세계음식거리,1
22354,이태원세계음식거리,현장,1
22355,파주시,사흘간,1
22356,사흘간,문산,1
22357,문산,문산읍,1
22358,문산읍,임진각,1
22359,누리,공원,1
22360,일원,파주장단콩,1
22361,개최,특산물,1
22362,특산물,장단콩,1
22363,장단콩,이용,1
22364,년간,축소,1
22365,축소,예년,1
22366,예년,규모,1
22367,규모,기대,1
22368,기대,명품,1
22369,명품,세상,1
22370,대회,마술,1
22371,마술,마술쇼,1
22372,마술쇼,버블,1
22373,버블,버블쇼,1
22374,당시,골목,1
22375,골목,주변,1
22376,가게,음악,1
22377,소리,위급,1
22378,위급,상황,1
22379,인파,사람,1
22380,사람,경찰관,1
22381,경찰관,외침,1
22382,외침,용산,1
22383,용산구,회가,1
22384,회가,조례,1
22385,조례,일반,1
22386,일반음식점,허용,1
22387,허용,악화,1
22388,악화,한몫,1
22389,한몫,지적,1
22390,리더,소통,1
22391,소통,연초,1
22392,연초,야심,1
22393,야심,계획,1
22394,계획,마음,1
22395,마음,바람,1
22396,바람,사람,1
22397,사람,원인,1
22398,원인,공통점,1
22399,공통점,변화,1
22400,변화,직장,1
22401,직장,근처,1
22402,근처,얼굴,1
22403,얼굴,삼겹살,1
22404,삼겹살,소주,1
22405,소주,회사,1
22406,회사,걱정,1
22407,걱정,모임,1
22408,모임,일명,1
22409,일명,회걱모,1
22410,회걱모,직장문화,1
22411,결혼,김장,1
22412,김장,처음,1
22413,처음,절임,1
22414,절임,절임배추,1
22415,절임배추,배추,1
22416,배추,채칼,1
22417,채칼,무채,1
22418,무채,손질,1
22419,손질,파와,1
22420,파와,쪽파,1
22421,쪽파,마늘,1
22422,마늘,생강,1
22423,생강,하루,1
22424,하루,시장,1
22425,시장,재료,1
22426,재료,채반,1
22427,채반,물기,1
22428,물기,빼둔,1
22429,빼둔,모든,1
22430,상태,국가,1
22431,거리,세계음식,1
22432,세계음식,현장,1
22433,환경,푸드,1
22434,테크,전문,1
22435,기업,알티스,1
22436,알티스,티스,1
22437,티스,표이사,1
22438,표이사,이사,1
22439,이사,윤소현,1
22440,윤소현,직영,1
22441,직영,비건,1
22442,비건,아시안,1
22443,퀴진,레스토랑,1
22444,레스토랑,알트,1
22445,알트,호로,1
22446,호로,베스트,1
22447,스트로,금메달,1
22448,금메달,수상,1
22449,수상,오프,1
22450,오프,프랑스,1
22451,프랑스,글로벌,1
22452,글로벌,미식가,1
22453,미식가,미식가기구,1
22454,미식가기구,기구,1
22455,기구,일본,1
22456,일본,독일,1
22457,독일,호주,1
22458,파이낸셜,홍천사,1
22459,축제,토리,1
22460,토리숲,판매,1
22461,판매행사,행사,1
22462,행사,위주,1
22463,위주,개최,1
22464,개최,홍천,1
22465,홍천군,이날,1
22466,이날,사진,1
22467,사진,사과,1
22468,사과,제공,1
22469,제공,사과농가,1
22470,사과농가,농가,1
22471,참여,부사,1
22472,부사,시나노,1
22473,시나노,시나노골드,1
22474,시나노골드,골드,1
22475,골드,아리수,1
22476,아리수,다양,1
22477,다양,품종,1
22478,문혜원,토스트,1
22479,토스트,매장,1
22480,매장,단체,1
22481,단체,장시간,1
22482,장시간,주인,1
22483,주인,입장,1
22484,입장,곤란,1
22485,곤란,상식적,1
22486,상식적,음식값,1
22487,만원,토스트집,1
22488,토스트집,사이,1
22489,사이,분쟁,1
22490,분쟁,발생,1
22491,발생,관심,1
22492,매장,입구,1
22493,입구,카트,1
22494,카트,와인,1
22495,와인,시리얼,1
22496,시리얼,진열,1
22497,진열,철제,1
22498,철제,선반,1
22499,선반,그로,1
22500,그로,그로서리스토어,1
22501,그로서리스토어,서리,1
22502,스토어,착각,1
22503,착각,마트,1
22504,마트,마포,1
22505,남동,카페,1
22506,음료,쿠키,1
22507,쿠키,주문,1
22508,주문,미니,1
22509,미니,유명,1
22510,유명,베이커리,1
22511,베이커리,르뱅쿠키,1
22512,르뱅쿠키,외식업계,1
22513,외식업계,아메리칸,1
22514,아메리칸,바람,1
22515,바람,불고,1
22516,바클라바,튀르,1
22517,튀르,튀르키예,1
22518,튀르키예,터키,1
22519,터키,사람,1
22520,사람,디저트,1
22521,반죽,페이스,1
22522,페이스,페이스트리,1
22523,페이스트리,트리,1
22524,트리,일종,1
22525,일종,유럽,1
22526,유럽,페이스트,1
22527,페이스트,크루아,1
22528,크루아,크루아상,1
22529,크루아상,대표적,1
22530,대표적,견과,1
22531,견과,시럽,1
22532,시럽,특징,1
22533,특징,정도,1
22534,숙성,고기,1
22535,고기,고급화,1
22536,고급화,대세,1
22537,대세,대세건,1
22538,대세건,호일,1
22539,호일,냉동,1
22540,삼겹살,부담,1
22541,메뉴,주머니,1
22542,주머니,부실,1
22543,부실,학생,1
22544,학생,시절,1
22545,시절,단골,1
22546,단골,활약,1
22547,활약,천대,1
22548,천대,레트,1
22549,레트,열풍,1
22550,열풍,중이,1
22551,중이,대덕,1
22552,대덕,대덕식당,1
22553,대덕식당,세월,1
22554,전광,법조,1
22555,법조,법조팀,1
22556,법조팀,참사,1
22557,참사,누군가,1
22558,누군가,얼굴,1
22559,얼굴,기억,1
22560,기억,명의,1
22561,명의,목숨,1
22562,목숨,종로,1
22563,종로,고시원,1
22564,고시원,화재,1
22565,화재,발생,1
22566,발생,탈출,1
22567,탈출,아무개,1
22568,아무개,창문,1
22569,창문,주름살,1
22570,주름살,이씨,1
22571,이씨,탄내,1
22572,탄내,냄새,1
22573,냄새,인터뷰,1
22574,인터뷰,핫플레이스,1
22575,남산,소월,1
22576,소월길,유명,1
22577,유명,그랜드,1
22578,하얏트,촌호수,1
22579,호수,황금빛,1
22580,황금빛,단풍,1
22581,단풍,소피,1
22582,소피텔,앰버,1
22583,앰버,피자,1
22584,피자힐,뷔페,1
22585,뷔페,리바,1
22586,리바,힐링패키지,1
22587,힐링패키지,패키지,1
22588,패키지,전국,1
22589,전국,절정,1
22590,객실,미식,1
22591,프로모션,호텔업계,1
22592,회수,탱자,1
22593,탱자,포크,1
22594,포크,포크커틀릿,1
22595,포크커틀릿,커틀릿,1
22596,커틀릿,우리나라,1
22597,우리나라,사라다,1
22598,사라다,샐러드,1
22599,샐러드,깍두기,1
22600,깍두기,옛날,1
22601,옛날,옛날식,1
22602,옛날식,스가,1
22603,스가,치즈,1
22604,치즈,카레,1
22605,카레,합세,1
22606,합세,돈부리,1
22607,돈부리,부리,1
22608,부리,메인,1
22609,메인,김치,1
22610,김치,포만감,1
22611,포만감,기분,1
22612,기분,커리,1
22613,커리,요리,1
22614,요리,광화문,1
22615,광화문,고가,1
22616,고가,커리하우스,1
22617,커리하우스,하우스,1
22618,하우스,세종,1
22619,얏트,전경,1
22620,파이낸셜,전국,1
22621,전국,단풍,1
22622,패키지,미식,1
22623,프로모션,따르면,1
22624,따르면,유명,1
22625,유명,소월,1
22626,소월길,남산,1
22627,파라,파라디시오,1
22628,파라디시오,디시,1
22629,해피아워,지중해,1
22630,지중해,지중해풍,1
22631,지중해풍,요리,1
22632,이용,파르마,1
22633,파르마,부르스,1
22634,부르스,연어,1
22635,연어,리예트,1
22636,리예트,무료,1
22637,무료,지중해식,1
22638,군중,통제,1
22639,통제,전문가,1
22640,전문가,영국,1
22641,영국,포크,1
22642,포크,포크대의,1
22643,포크대의,대의,1
22644,대의,키스,1
22645,키스,스틸,1
22646,스틸,교수,1
22647,교수,현지,1
22648,현지,압사,1
22649,압사,비극,1
22650,비극,일정,1
22651,일정,생명,1
22652,생명,관계,1
22653,관계,당국,1
22654,당국,사전,1
22655,사전,안전,1
22656,대책,예방,1
22657,예방,앞사람,1
22658,앞사람,뒤통수,1
22659,뒤통수,시민,1
22660,시민,눈높이,1
22661,눈높이,위험,1
22662,위험,파악,1
22663,김치,떡메치기,1
22664,떡메치기,메치기,1
22665,메치기,평창,1
22666,고랭지김장축제,축제,1
22667,처음,평창,1
22668,평창,배추,1
22669,편리,장점,1
22670,요즘,티비,1
22671,티비,모습,1
22672,방송,먹방,1
22673,먹방,인기,1
22674,인기,대리,1
22675,대리,대리만족,1
22676,대리만족,만족,1
22677,만족,경우,1
22678,경우,중국,1
22679,중국,쓰레기,1
22680,전쟁,선포,1
22681,선포,이제,1
22682,이제,한동안,1
22683,한동안,사람,1
22684,동아리,후배,1
22685,후배,스터디,1
22686,스터디,담당,1
22687,담당,노력,1
22688,노력,결과,1
22689,결과,연결,1
22690,연결,호남,1
22691,김영균,종훈,1
22692,종훈,학년,1
22693,학년,한국조리협회,1
22694,한국조리협회,협회,1
22695,지난달,센터,1
22696,개최,월드,1
22697,챔피언십,대한민국,1
22698,대한민국,주니어,1
22699,주니어,국가,1
22700,국가,대표팀,1
22701,대표팀,출전,1
22702,출전,최우수,1
22703,수상,영예,1
22704,민주당,소속,1
22705,소속,전남도의원,1
22706,전남도의원,남도,1
22707,남도,의원,1
22708,의원,이태원,1
22709,기간,매체,1
22710,매체,승강이,1
22711,승강이,전남도당,1
22712,전남도당,남도,1
22713,남도,엄중,1
22714,엄중,주의,1
22715,주의,조치,1
22716,조치,사과,1
22717,사과,전날,1
22718,전날,행정,1
22719,행정,행정사무,1
22720,행정사무,사무,1
22721,사무,감사,1
22722,감사,도의회,1
22723,도의회,경제관광문화위원회,1
22724,경제관광문화위원회,관광,1
22725,관광,위원회,1
22726,위원회,명과,1
22727,명과,사무처,1
22728,사무처,직원,1
22729,직원,저녁,1
22730,분경,목포,1
22731,목포,식사,1
22732,특산품,요리,1
22733,요리,향토,1
22734,향토음식,종이,1
22735,종이,첫선,1
22736,첫선,횡성,1
22737,횡성군,횡성군농업기술센터,1
22738,횡성군농업기술센터,농업,1
22739,센터,지역산,1
22740,지역산,농특산물,1
22741,특산물,주재료,1
22742,주재료,소개,1
22743,소개,발굴,1
22744,발굴,표준화,1
22745,표준화,연구,1
22746,연구용역,용역,1
22747,용역,최종,1
22748,최종,보고회,1
22749,보고회,교육장,1
22750,교육장,김명기,1
22751,김명기,명기,1
22752,명기,군수,1
22753,군수,김영숙,1
22754,김영숙,영숙,1
22755,영숙,군의장,1
22756,군의장,의장,1
22757,의장,박승남,1
22758,박승남,군의원,1
22759,의원,박현자,1
22760,박현자,현자,1
22761,현자,외식업,1
22762,외식업,외식업중앙회,1
22763,외식업중앙회,중앙회,1
22764,중앙회,횡성군지부장,1
22765,횡성군지부장,지부장,1
22766,지부장,유재주,1
22767,유재주,재주,1
22768,재주,횡성군가공식품수,1
22769,횡성군가공식품수,가공,1
22770,가공,식품,1
22771,투어,달간,1
22772,달간,스마트,1
22773,대표,대표관광명소,1
22774,대표관광명소,명소,1
22775,구성,참여,1
22776,고랭지김장축제,김장,1
22777,처음,배추,1
22778,편리,김치,1
22779,김치,장점,1
22780,방문객,판매량,1
22781,판매량,증가세,1
22782,정진,정진운,1
22783,정진운,우연,1
22784,우연,김국헌,1
22785,김국헌,국헌,1
22786,국헌,스타일,1
22787,스타일,낭만,1
22788,낭만,힐링,1
22789,힐링,공개,1
22790,예능,낭만도시,1
22791,낭만도시,도시,1
22792,도시,김국,1
22793,김국,김국헌의,1
22794,김국헌의,헌의,1
22795,헌의,모습,1
22796,모습,복합,1
22797,복합,예술,1
22798,예술,예술공간,1
22799,예술공간,공간,1
22800,공간,아티스트,1
22801,아티스트,빌리지,1
22802,빌리지,사진,1
22803,사진,취미,1
22804,곽민재,점심시간,1
22805,점심시간,아파트,1
22806,아파트,오피스텔,1
22807,오피스텔,엘리베이터,1
22808,엘리베이터,탑승,1
22809,탑승,라이더,1
22810,라이더,배달,1
22811,배달,효율적,1
22812,효율적,비효율,1
22813,비효율,생각,1
22814,생각,상품,1
22815,상품,공동,1
22816,농촌애,연천,1
22817,연천,연천군,1
22818,연천군,한탄강,1
22819,한탄강,한탄강지질공원,1
22820,한탄강지질공원,지질,1
22821,지질,공원,1
22822,공원,현무암,1
22823,현무암,주상,1
22824,주상,주상절리,1
22825,주상절리,절리,1
22826,절리,백의,1
22827,백의,백의리,1
22828,백의리,내륙,1
22829,내륙,발견,1
22830,발견,휴전선,1
22831,휴전선,전망대,1
22832,전망대,남북,1
22833,남북,남북분단,1
22834,남북분단,분단,1
22835,현실,체험,1
22836,역사,역사교육,1
22837,역사교육,교육,1
22838,교육,가족,1
22839,친구,조해,1
22840,조해,조해동,1
22841,조해동,단풍,1
22842,가평,가평군청,1
22843,가평군청,군청,1
22844,군청,농업,1
22845,농업,농업정책과장,1
22846,농업정책과장,정책,1
22847,정책,과장,1
22848,과장,수도권,1
22849,수도권,명소,1
22850,명소,자리매김,1
22851,자리매김,자라,1
22852,자라섬,정원,1
22853,정원,개방,1
22854,개방,기간,1
22855,방문,가수,1
22856,가수,진의,1
22857,진의,공연,1
22858,공연,사람,1
22859,사람,추억,1
22860,추억,힐링,1
22861,선사,발걸음,1
22862,발걸음,남도,1
22863,남도,여명,1
22864,여명,입장권,1
22865,입장권,천원,1
22866,천원,지역화폐,1
22867,지역화폐,화폐,1
22868,참사,부산,1
22869,부산,대표적,1
22870,축제,부산불꽃축제,1
22871,불꽃,무기,1
22872,연기,불꽃축제,1
22873,인근,숙소,1
22874,취소,예약자,1
22875,예약자,귀책,1
22876,귀책,사유,1
22877,사유,예상,1
22878,예상,전액,1
22879,환불,불가,1
22880,불가,불가하다,1
22881,불가하다,하다,1
22882,하다,업소,1
22883,업소,일부,1
22884,일부,분통,1
22885,분통,해운대,1
22886,해운대구,거주,1
22887,비번,비번날,1
22888,비번날,기도,1
22889,기도,기도폐쇄,1
22890,기도폐쇄,폐쇄,1
22891,폐쇄,환자,1
22892,환자,소방,1
22893,대원,화제다,1
22894,제다,주인공,1
22895,주인공,춘천,1
22896,춘천,춘천소방서,1
22897,춘천소방서,소방서,1
22898,소방서,소속,1
22899,소속,소방교,1
22900,소방교,지난달,1
22901,지난달,홍천의,1
22902,홍천의,천의,1
22903,천의,지인,1
22904,지인,식사,1
22905,계산,증상,1
22906,호소,여성,1
22907,여성,목격,1
22908,목격,응급,1
22909,조치,실시,1
22910,실시,인명,1
22911,인명,인명사고,1
22912,인명사고,당시,1
22913,지난달,이태원,1
22914,당시,명이,1
22915,압사,이유,1
22916,이유,인원,1
22917,인원,순식간,1
22918,순식간,내리막길,1
22919,내리막길,이태원역,1
22920,이태원역,대로변,1
22921,대로변,세계음식거리,1
22922,거리,진입,1
22923,진입,사람,1
22924,사람,반대,1
22925,반대,과정,1
22926,과정,위로,1
22927,위로,도미노,1
22928,도미노,골목,1
22929,골목,초입,1
22930,여개,우수,1
22931,우수,달간,1
22932,달간,최대,1
22933,이벤트,경남,1
22934,경남,유명,1
22935,유명,유명맛집,1
22936,유명맛집,예약,1
22937,예약,미식,1
22938,미식여행,예약결제시스템,1
22939,예약결제시스템,결제,1
22940,시스템,오픈,1
22941,오픈,경남도와,1
22942,재단,국내외,1
22943,국내외,여행객,1
22944,여행객,유치,1
22945,유치,소상공인,1
22946,상공인,상생,1
22947,상생,결제시스템,1
22948,결제시스템,개설,1
22949,개설,도내,1
22950,김영균,오수,1
22951,오수,학년,1
22952,학년,중소,1
22953,중소,중소벤처기업부와,1
22954,중소벤처기업부와,벤처,1
22955,기업,부와,1
22956,부와,소상공인시장진흥,1
22957,소상공인시장진흥,상공인,1
22958,상공인,시장,1
22959,진흥,공단,1
22960,공단,진도,1
22961,진도군,주최,1
22962,주관,푸드,1
22963,푸드,경연,1
22964,대회,대상,1
22965,대상,상금,1
22966,만원,수상,1
22967,수상,오씨,1
22968,오씨,지난달,1
22969,지난달,철마,1
22970,철마,철마공원,1
22971,철마공원,공원,1
22972,공원,특선,1
22973,특선,특선무대,1
22974,특선무대,무대,1
22975,무대,특산물,1
22976,특산물,단호박,1
22977,단호박,샤인머스켓,1
22978,샤인머스켓,이용,1
22979,이용,호박떡,1
22980,호박떡,막걸리,1
22981,막걸리,출품,1
22982,출품,전문,1
22983,전문,심사,1
22984,심사,심사단과,1
22985,심사단과,단과,1
22986,엄마,둘째,1
22987,둘째,둘째딸,1
22988,둘째딸,동생,1
22989,동생,이란성,1
22990,이란성,쌍둥이,1
22991,쌍둥이,오빠,1
22992,오빠,연락,1
22993,연락,유류품,1
22994,유류품,지갑,1
22995,지갑,오전,1
22996,오전,관악,1
22997,관악구,신림,1
22998,신림,신림동,1
22999,처소,왕의,1
23000,왕의,침소,1
23001,침소,지밀,1
23002,세계인,거리,1
23003,거리,용산,1
23004,이태원,우리나라,1
23005,우리나라,이국적,1
23006,이국적,상점,1
23007,상점,클럽,1
23008,클럽,젊은이,1
23009,젊은이,시선,1
23010,시선,외국인,1
23011,관광객,관광,1
23012,코스,일제,1
23013,일본인,조성,1
23014,시작,본디,1
23015,도내,시군,1
23016,시군,우수,1
23017,우수,메뉴,1
23018,메뉴,예약,1
23019,가능,최대,1
23020,이벤트,창원,1
23021,창원,박영수,1
23022,박영수,영수,1
23023,영수,경남,1
23024,경남,맛집,1
23025,맛집,시스템,1
23026,시스템,개통,1
23027,개통,이객,1
23028,분향소,어제,1
23029,어제,국가,1
23030,함영,전주,1
23031,발생,그간,1
23032,그간,대구,1
23033,남구,핼러윈,1
23034,핼러윈,핼러윈축제,1
23035,핼러윈축제,축제,1
23036,축제,향후,1
23037,향후,개최,1
23038,개최,불투명,1
23039,불투명,지난달,1
23040,지난달,명이,1
23041,압사,사망,1
23042,사망,관심,1
23043,관심,안지,1
23044,안지,곱창,1
23045,곱창,곱창거리,1
